Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1728,IT,22,45957,4,59.3,67.9,No
1729,Marketing,50,68163,5,36.9,59.4,No
1730,IT,29,48723,4,27.4,69.9,Yes
1731,Marketing,25,44016,4,47.5,65.9,Yes
1732,IT,56,49107,2,57.3,80.4,Yes
1733,Operations,24,35604,6,54.7,44.3,No
1734,Operations,28,28929,8,58.2,29.9,No
1735,Operations,48,54009,5,34.7,66.2,Yes
1736,HR,22,54192,9,41.8,59.7,Yes
1737,Marketing,48,58077,5,48.0,57.2,No
1738,Operations,37,53950,2,26.5,54.4,No
1739,HR,59,82951,4,44.8,64.5,No
1740,Marketing,28,57020,5,40.7,71.2,Yes
1741,IT,44,38482,1,43.0,73.2,No
1742,HR,32,41561,5,47.1,22.3,No
1743,Finance,54,55003,4,42.3,63.4,Yes
1744,HR,57,49774,6,36.3,38.3,Yes
1745,HR,58,40258,4,50.6,78.4,No
1746,Marketing,38,54293,3,36.2,74.3,Yes
1747,IT,56,54469,5,44.1,49.0,No
1748,Finance,26,74148,4,38.3,66.3,Yes
1749,Operations,53,44006,10,50.5,35.0,No
1750,Operations,24,49987,3,32.4,71.6,Yes
1751,HR,56,74111,4,44.2,71.8,No
1752,Marketing,35,58943,4,47.5,76.4,Yes
1753,Marketing,52,43936,4,47.2,74.3,Yes
1754,Operations,52,46423,7,53.6,56.9,Yes
1755,Finance,38,40430,4,51.6,49.6,No
1756,IT,45,55927,5,48.6,54.6,No
1757,Finance,44,67373,5,29.1,63.1,Yes
1758,IT,39,74570,4,49.6,46.0,No
1759,Operations,35,37164,9,54.7,59.8,No
1760,IT,36,65429,7,38.8,59.8,Yes
1761,Marketing,36,56971,3,54.3,81.8,Yes
1762,HR,27,51856,6,52.2,72.1,Yes
1763,HR,48,49991,10,39.4,54.2,No
1764,Operations,36,31948,10,40.8,69.4,Yes
1765,Marketing,57,62655,2,37.3,71.3,Yes
1766,Finance,29,39173,7,53.5,39.0,No
1767,Marketing,36,46021,4,39.5,96.1,No
1768,HR,24,60015,7,39.7,62.3,Yes
1769,HR,34,33200,2,43.1,51.5,Yes
1770,Marketing,55,39150,5,36.0,65.3,No
1771,Marketing,45,69623,4,48.9,51.2,No
1772,HR,53,56464,3,42.6,38.6,No
1773,Finance,53,47053,5,53.8,73.4,No
1774,Operations,51,56511,3,51.8,65.6,Yes
1775,Operations,34,63033,5,58.0,68.9,Yes
1776,Marketing,22,68497,5,32.5,39.6,No
1777,Operations,55,41650,4,34.8,71.8,No
1778,HR,36,42701,6,45.0,61.6,Yes
1779,HR,35,62300,4,45.9,46.2,Yes
1780,Marketing,50,62684,4,42.7,51.4,Yes
1781,Marketing,55,38872,5,58.1,88.6,No
1782,Marketing,39,43152,5,41.8,58.4,Yes
1783,Finance,28,52675,5,48.7,87.9,No
1784,Operations,50,55282,4,47.7,50.6,Yes
1785,Marketing,52,55623,2,40.2,56.4,Yes
1786,IT,46,38688,5,48.7,58.8,No
1787,IT,59,55501,4,45.0,76.6,No
1788,HR,35,46391,7,54.9,68.7,No
1789,Operations,29,41004,9,54.3,67.5,Yes
1790,Marketing,48,54868,4,24.8,80.6,Yes
1791,IT,23,53644,8,32.7,74.1,Yes
1792,Operations,38,64620,5,43.8,44.6,No
1793,HR,58,44668,7,51.9,79.3,No
1794,Finance,35,57822,2,46.0,48.9,Yes
1795,Operations,46,36175,3,48.3,79.8,Yes
1796,Operations,51,51701,4,67.3,71.6,No
1797,Finance,50,60564,10,40.0,73.5,No
1798,Operations,41,61576,7,48.5,58.4,Yes
1799,HR,42,61658,7,46.3,48.8,No
1800,HR,43,64652,4,51.9,62.7,No
1801,Finance,56,49650,7,52.6,69.4,Yes
1802,Marketing,58,60948,3,49.4,73.6,No
1803,IT,37,77424,5,56.2,57.3,No
1804,Marketing,38,49394,4,55.7,54.9,No
1805,Operations,37,71562,2,48.3,60.2,No
1806,IT,23,65517,5,44.2,77.0,No
1807,Finance,25,51804,11,47.3,37.9,No
1808,Finance,42,52805,6,31.7,60.8,No
1809,IT,55,56420,10,40.8,54.6,No
1810,HR,51,64841,6,37.3,72.5,No
1811,IT,27,59831,9,52.1,81.1,Yes
1812,Operations,38,49300,5,55.8,40.6,Yes
1813,HR,46,30015,3,50.3,69.8,Yes
1814,Finance,26,63066,6,44.0,78.3,Yes
1815,IT,26,31810,6,39.1,50.3,No
1816,Marketing,41,38608,3,52.0,79.5,Yes
1817,Marketing,37,50170,4,53.4,50.1,No
1818,Operations,58,40431,7,44.2,73.9,Yes
1819,Marketing,30,58810,1,45.5,82.6,No
1820,IT,26,51445,3,42.2,53.6,No
1821,IT,23,64422,2,48.3,61.0,No
1822,Marketing,30,35707,4,41.9,81.7,No
1823,IT,57,47057,4,44.4,29.5,Yes
1824,Operations,43,55050,7,35.6,72.3,No
1825,HR,43,55512,8,47.1,92.0,Yes
1826,Operations,43,63328,3,59.0,20.3,No
1827,Operations,55,44024,5,47.8,81.2,No
1828,IT,50,49383,2,53.3,77.4,Yes
1829,HR,59,61088,5,51.1,64.2,No
1830,IT,54,28617,5,44.0,71.1,Yes
1831,Finance,39,59619,10,44.9,68.7,Yes
1832,IT,28,64167,4,40.6,56.8,No
1833,IT,22,38996,4,52.8,83.6,Yes
1834,IT,54,51219,5,48.7,64.9,Yes
1835,HR,22,72911,4,53.0,70.9,Yes
1836,IT,45,62917,4,45.9,50.6,No
1837,HR,25,60363,4,30.7,30.0,No
1838,Marketing,25,66891,2,39.2,47.3,No
1839,Finance,39,76654,4,53.0,92.4,Yes
1840,HR,48,55222,5,43.4,74.7,Yes
1841,Marketing,53,50113,6,53.5,58.5,No
1842,HR,54,66862,6,56.3,73.6,Yes
1843,HR,49,52750,6,52.4,71.3,No
1844,Finance,57,43863,5,52.1,38.0,No
1845,Operations,27,48519,6,23.5,77.7,No
1846,Operations,37,58747,3,43.1,36.4,No
1847,HR,55,49604,7,45.0,55.6,No
1848,IT,44,50500,5,52.2,50.3,Yes
1849,Marketing,45,42672,4,45.9,68.0,Yes
1850,IT,34,72224,4,33.0,68.2,Yes
1851,IT,39,50888,8,33.2,19.9,Yes
1852,HR,34,46461,4,41.1,83.5,Yes
1853,HR,58,47738,4,66.5,65.9,No
1854,HR,38,64630,3,47.2,79.4,No
1855,HR,36,61878,6,49.1,65.5,Yes
1856,Operations,39,48977,3,33.2,67.6,Yes
1857,HR,44,55387,4,53.8,43.5,No
1858,Operations,51,58320,3,42.5,53.3,Yes
1859,Operations,55,46551,4,57.0,61.8,Yes
1860,HR,25,36512,3,35.1,75.4,Yes
1861,Finance,24,61180,3,44.2,58.2,Yes
1862,Marketing,28,47215,4,40.9,54.2,No
1863,IT,39,60284,2,50.1,51.4,Yes
1864,Operations,28,58852,9,52.8,70.4,Yes
1865,Marketing,27,55669,2,40.0,63.6,Yes
1866,Finance,43,49886,5,51.4,51.8,No
1867,IT,22,47392,5,56.4,62.1,No
1868,IT,25,41338,7,52.8,53.7,No
1869,Operations,50,47623,5,40.4,50.3,No
1870,HR,42,61825,7,41.6,41.0,No
1871,Finance,47,71773,5,43.3,44.6,No
1872,Operations,35,70013,3,52.6,64.2,Yes
1873,Finance,30,56745,2,48.4,34.6,No
1874,HR,33,71767,5,34.9,52.4,No
1875,HR,27,51318,7,44.9,74.7,Yes
1876,Operations,41,39507,6,58.1,79.7,No
1877,HR,45,78050,4,52.9,70.6,No
1878,Marketing,48,61393,7,40.2,77.2,No
1879,IT,59,36584,4,32.7,65.3,Yes
1880,Operations,29,73708,6,41.0,49.2,No
1881,Finance,22,46078,4,45.0,75.3,No
1882,Marketing,45,48689,7,41.7,72.3,Yes
1883,Operations,28,67256,5,37.1,56.9,No
1884,HR,40,71340,4,49.7,55.7,Yes
1885,HR,43,42991,4,25.9,64.3,Yes
1886,HR,56,72651,7,54.0,82.0,No
1887,HR,51,65490,4,51.0,59.4,No
1888,Finance,50,45403,6,48.4,19.4,No
1889,Marketing,43,52049,3,49.8,71.5,No
1890,IT,32,73193,8,42.7,48.4,No
1891,Finance,41,36273,3,44.8,71.7,No
1892,Finance,50,71568,4,56.8,71.1,No
1893,IT,55,65156,3,43.8,88.1,Yes
1894,IT,22,61109,6,48.1,63.5,No
1895,HR,52,56580,6,49.2,72.4,Yes
1896,Finance,51,78641,4,45.8,67.0,No
1897,Operations,39,80415,4,43.3,78.2,No
1898,IT,38,47617,3,31.0,11.7,Yes
1899,IT,59,62346,5,51.5,54.8,No
1900,Marketing,35,77492,4,53.6,61.3,No
1901,Operations,44,45579,4,45.6,65.7,Yes
1902,Operations,46,57917,4,54.9,46.8,Yes
1903,IT,36,67046,3,48.0,69.4,No
1904,HR,43,30821,5,29.3,78.2,Yes
1905,Marketing,24,64942,3,36.6,54.6,No
1906,Operations,40,41938,4,41.1,50.4,Yes
1907,IT,55,57307,7,40.1,70.9,No
1908,Operations,56,68732,1,45.6,67.4,Yes
1909,Marketing,22,26329,5,37.7,68.5,Yes
1910,Marketing,42,64430,5,58.6,43.2,Yes
1911,Finance,50,79459,6,27.8,100.0,Yes
1912,IT,27,48600,4,44.4,28.0,No
1913,Marketing,58,61920,3,39.0,78.0,No
1914,Finance,22,71023,5,34.6,54.2,No
1915,Finance,22,35884,6,49.7,100.0,Yes
1916,Operations,48,64088,5,36.9,71.6,No
1917,Operations,42,67285,3,45.3,81.0,Yes
1918,Finance,37,62663,8,37.4,72.5,Yes
1919,Operations,47,56039,7,29.8,28.3,Yes
1920,Marketing,37,42995,6,43.2,66.7,Yes
1921,HR,49,71697,1,47.4,70.4,Yes
1922,Marketing,22,55414,2,40.2,72.1,Yes
1923,Finance,57,44153,1,55.5,82.7,No
1924,Finance,31,51183,4,47.4,68.4,No
1925,Marketing,38,59420,1,50.8,77.1,No
1926,Operations,44,36265,3,39.7,53.6,No
1927,Operations,28,55215,6,39.9,38.5,No
1928,Finance,28,49997,2,42.3,51.1,Yes
1929,IT,36,71032,7,42.2,53.9,No
1930,Operations,55,32501,8,41.3,51.2,Yes
1931,Marketing,25,66265,3,36.1,46.6,No
1932,Operations,35,72005,7,51.3,50.6,Yes
1933,Marketing,35,32954,4,33.3,58.4,Yes
1934,Finance,37,34393,5,50.0,49.7,Yes
1935,Operations,28,76430,10,51.6,100.0,Yes
1936,Marketing,53,44147,6,42.7,44.0,No
1937,Finance,40,92137,6,65.3,71.6,No
1938,IT,23,33329,2,45.1,56.9,No
1939,Marketing,31,57040,4,42.7,73.1,No
1940,IT,38,54719,9,43.0,61.4,No
1941,IT,58,52501,6,53.7,77.8,Yes
1942,HR,33,60555,2,42.9,59.0,No
1943,Operations,27,61247,5,50.1,66.3,Yes
1944,Marketing,43,52988,6,34.2,31.9,No
1945,IT,53,42829,4,46.2,44.4,No
1946,HR,41,67573,8,52.9,41.7,No
1947,Finance,22,62536,5,44.7,87.7,Yes
1948,Marketing,27,56375,2,38.9,79.0,No
1949,IT,40,62156,3,42.7,67.9,Yes
1950,Operations,39,64227,7,33.6,80.7,Yes
1951,HR,27,45859,4,52.3,49.8,No
1952,IT,54,61728,5,54.8,87.3,No
1953,Operations,44,48363,6,44.0,66.5,Yes
1954,IT,44,64624,11,57.1,61.4,No
1955,Marketing,47,52691,7,50.9,80.2,Yes
1956,Marketing,34,62340,7,45.1,79.3,Yes
1957,Marketing,28,49794,8,55.8,43.7,No
1958,HR,36,62964,5,50.7,77.9,Yes
1959,Marketing,48,43254,11,54.5,62.4,Yes
1960,Operations,47,55434,7,56.1,69.2,Yes
1961,IT,54,66767,3,43.1,58.8,Yes
1962,Finance,36,60606,6,50.5,48.5,No
1963,Operations,57,57304,3,29.5,44.7,Yes
1964,Operations,48,76642,4,35.7,55.7,Yes
1965,Marketing,26,67283,5,49.0,71.5,No
1966,HR,23,65266,11,47.9,68.8,Yes
1967,IT,54,62896,5,37.4,68.0,Yes
1968,HR,37,64392,3,42.0,77.0,Yes
1969,IT,44,74885,5,47.9,64.2,Yes
1970,IT,59,49987,7,45.0,93.4,No
1971,HR,37,67112,9,43.2,70.7,Yes
1972,Operations,35,59277,11,33.7,50.2,No
1973,IT,50,50402,5,47.8,44.9,Yes
1974,HR,47,53803,7,43.5,70.0,Yes
1975,IT,56,57629,3,62.4,61.8,Yes
1976,Finance,36,44680,5,56.2,47.7,No
1977,Operations,24,65368,3,46.1,62.6,No
1978,Marketing,44,53765,7,29.5,56.7,No
1979,IT,50,56019,7,64.4,58.3,No
1980,Finance,55,71286,6,51.5,85.4,No
1981,Marketing,54,56556,7,40.6,75.8,No
1982,Marketing,44,73632,4,52.1,80.7,Yes
1983,IT,28,48702,3,51.4,90.8,Yes
1984,HR,24,41835,6,39.8,66.9,Yes
1985,IT,53,51520,1,37.6,68.8,Yes
1986,Finance,52,25000,2,50.9,69.9,No
1987,Marketing,39,65869,5,53.6,81.6,No
1988,IT,28,42533,6,47.6,80.8,Yes
1989,HR,22,47587,4,47.0,56.2,No
1990,IT,35,63595,4,55.8,47.8,No
1991,Operations,53,56429,9,43.8,48.9,No
1992,HR,27,49713,9,21.9,65.8,Yes
1993,Finance,31,30561,2,49.3,46.5,Yes
1994,Marketing,28,70609,6,54.2,70.5,Yes
1995,IT,47,63676,8,48.8,33.1,No
1996,HR,55,79668,7,34.8,93.1,Yes
1997,Operations,51,47843,6,39.9,44.4,No
1998,HR,57,37546,5,43.9,55.2,No
1999,Operations,42,66937,4,34.4,56.3,No
2000,Finance,38,52743,7,40.4,87.0,Yes
2001,Marketing,54,62538,8,56.2,64.9,No
2002,Finance,31,74438,3,37.0,49.0,No
2003,IT,33,59657,2,42.6,63.9,Yes
2004,HR,37,57007,3,50.7,65.7,Yes
2005,Operations,53,57760,6,32.1,70.8,No
2006,Operations,36,35353,8,55.8,48.6,Yes
2007,HR,48,68296,8,40.1,78.3,No
2008,HR,49,69065,5,36.6,67.0,No
2009,IT,38,61366,4,56.1,87.0,Yes
2010,Finance,23,36815,4,52.0,62.4,No
2011,Operations,57,53546,3,36.8,63.9,Yes
2012,IT,28,72262,6,41.9,62.5,Yes
2013,Finance,34,48210,10,47.3,83.8,No
2014,IT,36,69211,10,42.4,75.3,No
2015,Operations,46,55661,4,55.3,54.0,No
2016,HR,44,63550,4,51.9,100.0,No
2017,HR,43,50054,5,21.0,55.4,Yes
2018,Finance,47,56012,3,38.4,57.1,No
2019,Marketing,54,60240,5,40.7,79.5,Yes
2020,Finance,32,42001,6,41.2,62.6,Yes
2021,Marketing,31,58286,4,48.6,48.8,No
2022,IT,46,25000,4,54.1,83.5,Yes
2023,IT,58,47781,5,39.9,95.0,Yes
2024,Operations,59,61526,4,36.0,49.6,No
2025,Marketing,45,68443,4,42.4,83.4,No
2026,Operations,54,60673,5,27.7,57.6,Yes
2027,HR,38,38316,4,50.6,33.8,No
2028,Marketing,45,67394,2,44.0,74.8,Yes
2029,Finance,58,41330,4,41.7,36.9,No
2030,HR,23,62370,2,46.8,54.0,No
2031,HR,53,41729,5,37.7,60.9,No
2032,Finance,45,45721,10,42.2,64.5,No
2033,HR,30,43523,1,39.6,81.4,Yes
2034,Marketing,25,56667,4,29.8,55.8,Yes
2035,Operations,38,52653,2,44.9,85.9,Yes
2036,HR,38,61106,4,65.1,63.6,No
2037,Marketing,51,54776,2,45.2,48.7,No
2038,IT,32,36785,3,38.8,73.9,No
2039,Marketing,42,58309,8,45.5,92.0,Yes
2040,Operations,42,33854,5,36.2,58.1,No
2041,Marketing,39,44393,2,40.2,49.3,No
2042,Finance,50,50633,4,41.6,56.4,Yes
2043,Operations,45,49801,3,40.6,39.0,No
2044,IT,31,35231,7,42.6,69.6,No
2045,Finance,38,71453,10,50.5,41.7,No
2046,Marketing,39,74776,7,41.7,74.6,No
2047,Operations,41,82009,6,42.6,61.0,No
2048,IT,58,68771,1,29.7,75.4,No
2049,Finance,39,50254,4,34.4,61.1,Yes
2050,IT,38,50047,4,45.7,72.3,No
2051,Marketing,30,49385,8,54.1,50.2,No
2052,IT,35,78827,8,43.5,69.2,Yes
2053,HR,50,53613,4,44.4,55.2,Yes
2054,Finance,52,70230,3,33.6,74.1,Yes
2055,IT,25,69297,6,38.4,62.8,No
2056,Marketing,39,57274,2,46.9,81.5,No
2057,Marketing,41,37580,2,54.6,61.2,Yes
2058,IT,30,53872,4,46.6,53.8,Yes
2059,Marketing,34,56763,4,44.0,67.0,No
2060,Operations,36,70335,9,47.1,100.0,No
2061,Operations,48,55233,5,36.9,81.2,Yes
2062,Operations,36,40496,7,37.5,53.0,No
2063,HR,49,66854,5,43.2,64.9,No
2064,IT,58,52269,2,35.8,55.0,Yes
2065,HR,40,25000,7,50.6,51.9,Yes
2066,Marketing,47,58899,3,52.5,65.2,No
2067,HR,47,61009,9,42.8,61.1,No
2068,Marketing,46,44884,6,51.0,49.4,Yes
2069,Marketing,47,52695,4,56.9,55.1,No
2070,Finance,47,62892,5,48.2,65.8,No
2071,Operations,49,58981,3,52.2,56.3,No
2072,Marketing,39,36248,3,44.4,64.8,Yes
2073,Finance,53,70042,6,52.2,54.5,No
2074,Operations,24,75475,2,44.0,72.0,Yes
2075,Marketing,23,48877,7,39.4,54.7,No
2076,Marketing,54,32081,9,50.5,74.5,Yes
2077,HR,40,64253,4,46.8,60.6,No
2078,HR,38,46922,5,51.2,32.8,No
2079,Operations,54,61425,1,39.1,61.0,No
2080,Marketing,33,81426,8,47.5,72.6,No
2081,IT,24,36444,2,52.5,56.7,Yes
2082,HR,47,45440,5,41.4,62.1,Yes
2083,Operations,56,52666,5,51.4,74.4,No
2084,Marketing,29,70500,5,57.6,87.8,Yes
2085,Marketing,57,97667,12,40.3,82.3,Yes
2086,IT,28,57965,2,47.1,66.6,No
2087,Operations,57,35413,2,59.0,73.4,No
2088,Marketing,37,50853,6,33.5,66.4,No
2089,HR,45,45701,7,48.2,42.5,No
2090,IT,22,63659,4,50.5,84.0,No
2091,Operations,46,59522,4,45.2,84.7,No
2092,IT,31,42498,6,62.9,39.9,No
2093,HR,37,44998,5,48.9,59.3,Yes
2094,Operations,37,50679,6,55.8,88.0,Yes
2095,IT,29,52127,4,51.7,68.3,No
2096,Finance,50,54493,6,57.0,50.0,Yes
2097,HR,49,55586,7,46.4,83.3,Yes
2098,HR,27,69818,4,34.6,66.7,No
2099,HR,37,50245,3,49.4,84.4,Yes
2100,Finance,41,48477,5,31.5,66.3,Yes
2101,Finance,37,38934,4,42.3,32.7,No
2102,Marketing,28,52313,4,41.3,92.1,Yes
2103,IT,35,58074,7,41.9,48.4,No
2104,Marketing,47,34310,9,55.1,58.4,Yes
2105,IT,47,50890,0,44.8,83.0,No
2106,Finance,35,68923,2,61.4,99.2,Yes
2107,Finance,28,62779,4,44.5,64.0,Yes
2108,Marketing,54,59481,4,27.9,70.4,Yes
2109,Operations,47,62454,3,40.3,47.2,Yes
2110,Marketing,41,48115,2,51.8,60.8,No
2111,IT,24,46516,8,34.2,81.5,Yes
2112,Marketing,25,70262,8,42.2,69.6,No
2113,HR,47,64943,3,51.5,91.0,Yes
2114,IT,32,46044,5,42.5,44.1,No
2115,IT,23,32455,6,40.6,43.4,No
2116,Operations,35,46293,4,55.0,54.7,Yes
2117,Finance,51,61522,4,43.2,55.5,No
2118,IT,33,47100,4,36.7,79.4,Yes
2119,Finance,47,58960,6,51.7,58.8,No
2120,Marketing,54,72037,6,54.1,47.3,No
2121,HR,34,53883,5,46.4,71.0,No
2122,Operations,35,57807,2,40.4,53.5,Yes
2123,Finance,45,63218,1,37.9,48.6,No
2124,IT,55,42014,5,40.6,80.9,No
2125,Finance,47,45723,2,34.9,84.4,Yes
2126,IT,42,63713,7,41.1,79.7,Yes
2127,Finance,49,55443,7,49.4,52.5,No
2128,IT,57,56461,3,50.9,56.2,No
2129,Marketing,23,55399,10,45.2,73.2,No
2130,IT,30,66739,8,48.1,76.1,No
2131,IT,44,60228,6,43.1,61.6,No
2132,HR,36,60385,2,39.2,83.1,No
2133,IT,34,69666,5,42.3,34.3,No
2134,HR,44,74278,9,54.0,56.4,No
2135,Operations,38,81923,5,26.8,98.2,Yes
2136,HR,23,48051,6,35.8,64.8,Yes
2137,Marketing,41,84632,11,41.2,57.8,No
2138,HR,41,41838,3,36.1,72.1,No
2139,Operations,24,78222,7,48.5,50.7,No
2140,Marketing,33,47392,6,32.7,30.0,Yes
2141,Finance,23,54172,11,54.6,100.0,Yes
2142,Finance,57,55222,5,60.7,52.1,No
2143,HR,35,44596,8,47.0,68.3,Yes
2144,HR,37,56040,4,40.0,67.6,Yes
2145,Operations,40,45215,6,52.4,72.4,Yes
2146,Operations,55,40180,3,42.7,53.1,Yes
2147,IT,27,54535,6,38.2,26.3,No
2148,Operations,34,74078,8,45.4,55.2,No
2149,IT,57,51951,2,32.4,65.5,No
2150,Marketing,43,66292,4,39.1,66.5,No
2151,HR,39,44852,3,38.9,88.4,No
2152,Marketing,33,39598,4,44.2,60.7,No
2153,Operations,51,60446,8,32.3,68.1,No
2154,Marketing,28,76067,8,37.6,53.1,Yes
2155,Marketing,53,57507,1,40.9,56.0,No
2156,Marketing,40,64919,4,48.8,95.1,Yes
2157,Operations,27,72941,7,45.0,54.3,No
2158,Marketing,41,54561,6,58.1,59.3,Yes
2159,IT,48,53175,9,37.8,81.3,No
2160,Operations,58,60665,7,52.1,93.6,Yes
2161,Marketing,28,62800,10,52.1,77.2,Yes
2162,Operations,26,38212,6,46.4,77.2,Yes
2163,Finance,32,58548,12,46.1,46.2,No
2164,IT,36,54991,8,47.1,72.7,No
2165,Marketing,24,45525,3,37.5,60.4,Yes
2166,Finance,26,54162,3,52.7,72.1,Yes
2167,Finance,44,41016,8,45.6,60.8,Yes
2168,Operations,58,36868,2,35.4,56.4,Yes
2169,Finance,30,55802,4,54.5,43.1,No
2170,IT,36,65824,4,44.1,63.7,No
2171,IT,24,50832,5,45.4,67.6,Yes
2172,HR,50,43471,6,24.9,33.7,No
2173,IT,27,45336,4,44.3,55.8,Yes
2174,Finance,38,61587,7,55.2,61.0,Yes
2175,IT,47,75008,7,40.0,73.6,Yes
2176,Operations,42,64245,6,34.7,56.2,Yes
2177,HR,29,70609,3,48.6,74.4,Yes
2178,Finance,42,42428,6,31.1,69.2,Yes
2179,HR,32,54112,4,49.8,78.0,No
2180,Finance,59,67224,5,43.4,57.1,Yes
2181,Operations,29,38209,4,45.7,60.8,Yes
2182,HR,45,47099,5,63.9,73.6,No
2183,Marketing,56,66304,6,47.0,49.7,No
2184,Finance,35,58101,3,34.3,64.0,No
2185,Marketing,35,43418,5,45.9,79.9,Yes
2186,HR,31,35430,3,50.9,55.0,Yes
2187,Marketing,33,71047,2,28.8,69.9,Yes
2188,Marketing,59,30359,5,44.9,65.0,Yes
2189,HR,55,62588,8,31.2,87.0,Yes
2190,Operations,31,48603,4,45.2,66.2,Yes
2191,Marketing,38,67564,4,57.4,73.0,No
2192,Marketing,38,42494,6,41.5,62.5,Yes
2193,Operations,24,86377,0,45.6,57.2,No
2194,Marketing,52,59827,4,47.2,68.4,Yes
2195,Marketing,22,61804,3,47.7,56.5,Yes
2196,Marketing,33,45723,4,46.2,80.5,No
2197,IT,25,53399,4,28.9,82.6,Yes
2198,Operations,34,53710,7,46.5,66.1,Yes
2199,Marketing,55,76552,6,39.9,58.4,No
2200,Operations,42,59806,6,35.9,68.4,No
2201,Finance,43,61525,4,46.6,45.9,No
2202,Finance,25,61391,5,46.1,53.6,Yes
2203,Marketing,39,62543,4,30.8,48.6,No
2204,Operations,26,38326,10,41.8,53.9,Yes
2205,Operations,40,79591,5,55.7,55.8,Yes
2206,Operations,23,44470,6,34.9,45.7,Yes
2207,IT,33,54539,11,46.3,61.0,No
2208,Finance,38,73377,2,35.4,62.1,No
2209,Operations,31,78215,2,58.1,73.6,No
2210,Operations,55,64671,3,50.6,66.6,No
2211,IT,27,48943,6,38.4,86.2,Yes
2212,IT,29,56532,6,46.7,73.8,No
2213,Operations,32,57003,4,34.0,100.0,No
2214,HR,33,57428,3,30.5,47.8,No
2215,Operations,30,40239,8,44.2,80.0,Yes
2216,Operations,23,70121,3,38.9,41.5,No
2217,IT,29,56615,6,46.6,80.9,No
2218,IT,32,46333,5,31.6,70.8,Yes
2219,Operations,57,49019,3,40.5,61.6,Yes
2220,Operations,31,58238,5,57.2,68.2,Yes
2221,Operations,42,38165,5,56.4,57.6,No
2222,IT,41,65541,3,58.4,56.2,Yes
2223,Operations,29,57816,3,63.1,71.6,Yes
2224,Operations,57,73788,5,41.8,40.7,No
2225,Marketing,50,55931,6,22.8,69.9,No
2226,HR,33,41976,5,53.8,63.1,No
2227,Finance,35,40626,4,36.1,60.1,No
2228,HR,42,50311,3,61.5,57.6,No
2229,Marketing,43,51581,6,45.7,68.5,No
2230,Finance,42,48192,4,58.1,80.5,No
2231,Operations,51,56541,8,43.8,98.4,No
2232,Marketing,41,47888,5,39.6,81.8,Yes
2233,Operations,45,58050,8,50.8,77.5,Yes
2234,IT,44,48752,3,48.9,53.2,No
2235,Marketing,28,62580,6,35.8,56.0,No
2236,IT,30,51278,5,44.7,64.9,No
2237,Marketing,22,69954,4,40.4,71.7,No
2238,Marketing,47,62827,6,46.6,58.2,Yes
2239,IT,59,57323,4,44.7,82.8,Yes
2240,Finance,59,52507,4,46.1,54.9,No
2241,HR,43,36771,4,45.1,46.1,No
2242,Operations,31,71962,3,42.2,80.5,No
2243,Marketing,27,46830,6,47.9,68.5,Yes
2244,Operations,38,56088,6,38.9,60.7,Yes
2245,IT,59,59125,4,58.2,44.4,Yes
2246,Operations,45,52797,7,44.9,79.8,Yes
2247,IT,31,71255,5,51.7,100.0,Yes
2248,Operations,29,40343,7,40.7,72.4,No
2249,HR,42,75807,1,41.6,55.5,No
2250,HR,27,63058,6,52.4,68.6,Yes
2251,HR,42,52042,6,51.1,73.4,No
2252,HR,45,52177,6,44.0,72.5,No
2253,HR,54,28398,4,30.7,52.8,No
2254,HR,39,44821,7,40.8,57.4,No
2255,IT,49,50753,7,44.3,53.8,No
2256,Marketing,53,57113,4,39.5,70.5,Yes
2257,Operations,33,70114,6,34.8,64.0,No
2258,HR,48,79450,3,51.8,82.3,No
2259,IT,31,58267,3,43.6,68.7,No
2260,IT,53,57467,9,59.5,75.7,Yes
2261,IT,47,49115,6,43.7,61.0,No
2262,Marketing,46,34418,4,46.4,37.9,Yes
2263,Operations,32,47730,1,40.3,85.2,No
2264,Marketing,44,52533,10,57.1,66.9,No
2265,Finance,55,66704,1,42.6,71.2,No
2266,IT,44,61234,4,43.4,77.3,No
2267,Finance,50,57658,5,37.4,68.9,No
2268,HR,52,48030,6,48.0,37.2,No
2269,HR,28,31214,2,42.4,59.7,No
2270,Marketing,54,31938,2,37.2,57.8,No
2271,Operations,42,35035,2,44.6,58.3,Yes
2272,Finance,23,51495,9,50.8,61.9,Yes
2273,Operations,39,66928,6,58.2,65.8,No
2274,Marketing,54,66604,5,46.9,93.9,No
2275,HR,58,64524,5,40.6,72.9,Yes
2276,Operations,55,48818,4,48.7,75.8,Yes
2277,Operations,41,68731,7,43.9,58.0,Yes
2278,HR,56,43827,7,45.5,87.3,No
2279,Finance,39,65240,5,45.0,67.0,No
2280,HR,45,34905,6,48.7,64.8,Yes
2281,Operations,29,40874,10,49.8,38.2,No
2282,Finance,51,74831,2,44.6,75.6,No
2283,Finance,31,52553,3,73.1,79.0,Yes
2284,HR,44,46828,7,52.3,78.5,Yes
2285,Operations,32,68233,10,28.4,43.9,No
2286,Marketing,23,69608,6,42.2,79.1,No
2287,Operations,47,49800,1,44.8,60.3,No
2288,IT,57,58341,5,49.9,46.1,Yes
2289,Marketing,54,56642,7,59.7,97.4,Yes
2290,Finance,34,25000,1,39.2,87.7,Yes
2291,Marketing,46,38249,8,54.2,74.8,No
